1	3.24	0	1	0.059759527	-0.014886506	0.005764388	-0.002512078	-0.023682409
1	4.18	0	1	-0.041389411	-0.054860194	-0.011462131	0.035719543	0.039689723
1	5.89	0	0	-0.03226613	0.011694421	-0.019391893	-0.103209063	0.073059828
1	4.89	0	1	-0.066503607	-0.092854209	0.017510866	0.01965812	-0.038132317
1	3.98	0	1	0.063077983	-0.006480403	-0.007556959	-0.011157824	0.005831295
1	2.01	0	1	-0.014436506	0.018092595	-0.028942252	-0.187467862	-0.020563918
1	4.74	0	1	-0.028664672	0.061981391	-0.125807482	0.078143771	0.079135522
1	4.7	0	1	-0.061293419	-0.071845201	0.006399271	0.030837006	0.01578865
1	1.77	0	1	0.060465239	-0.00784219	-0.00273404	0.006211329	0.010953599
1	4.24	0	1	-0.060353945	-0.070888033	0.002814072	0.03423735	0.015803922
1	2.57	0	1	0.068856582	-0.007238348	0.009400671	-0.003634505	0.011864536
1	4.3	0	1	0.063455415	-0.007300925	0.016625756	0.011259163	0.032704283
1	4.27	0	1	-0.004574022	0.015299728	-0.039115717	-0.15874054	-0.023647005
1	3.94	0	1	0.066405198	0.002227326	0.017100327	0.012632413	-0.009315018
1	4.76	0	1	-0.031114002	0.012458285	-0.014919182	-0.09819462	0.064602369
1	5.23	0	1	-0.060650355	-0.053848268	0.008227397	0.01390041	0.007147255
1	5.11	0	1	-0.067149594	-0.064656421	-0.029784618	0.056091233	0.038789587
1	4.27	0	1	0.070134065	-0.006564965	0.02065165	0.015748487	-0.002508876
1	1.57	0	1	0.064343638	-0.00855592	0.017965294	0.005765161	0.008679552
1	4.28	0	1	0.062984064	-0.010654383	0.004839939	0.005366298	-0.000318764
1	1.47	0	1	-0.030194256	0.073277459	-0.042309385	0.018519006	-0.146159754
1	1.48	0	1	0.063697426	-0.002506404	0.018870501	0.0187079	0.010441872
1	0.995	0	1	-0.037585774	0.092507347	0.060828843	-0.030431208	0.057366588
1	2.05	0	1	0.063545583	0.001600598	0.018051742	0.012873145	-0.000628035
1	3.92	0	0	-0.025725527	0.059752317	-0.022346764	0.0032316	-0.12146491
1	1.77	0	1	0.066291021	-0.014411102	0.017972067	0.023841261	0.01774296
1	4.71	0	1	0.06768323	-0.00307234	0.02434215	0.009628526	-0.010904303
1	4.37	0	1	-0.071120649	-0.063123564	0.02255065	0.012917052	0.013377078
1	1.31	0	1	-0.030353621	0.056523705	-0.108324763	0.059192023	0.090467798
1	5.11	0	0	-0.069932369	-0.044869685	0.087667548	0.02993094	-0.013746054
