ID,componentindex,CF_kingdom,CF_MFramework,CF_superclass,CF_class,CF_subclass,CF_Dparent,Compound_Name,feature
84881,865,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Indoles and derivatives,,Alpha amino acid amides,,84881
84882,865,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Indoles and derivatives,,Alpha amino acid amides,,84882
84890,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84890
84891,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84891
84892,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84892
84896,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84896
84897,423,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Polychlorinated biphenyls,,84897
84913,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84913
84914,349,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Diterpenoids,,84914
84915,349,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Diterpenoids,,84915
84916,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84916
84921,349,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Diterpenoids,,84921
84923,349,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Diterpenoids,,84923
84946,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84946
84952,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84952
84959,349,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Diterpenoids,,84959
84967,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84967
84973,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84973
84990,-1,no matches,no matches,no matches,no matches,no matches,no matches,,84990
85020,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85020
85043,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85043
85047,394,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Long-chain fatty acids,Spectral Match to .omega.-3 Arachidonic acid from NIST14,85047
85097,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85097
85098,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85098
85099,86,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Sesquiterpenoids,,85099
85100,86,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Sesquiterpenoids,,85100
85101,86,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Sesquiterpenoids,,85101
85103,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85103
85107,12,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Organophosphinic acids and derivatives,Phosphinic acid esters,Phosphinic acid esters,,85107
85110,86,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Sesquiterpenoids,,85110
85112,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85112
85113,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85113
85115,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85115
85116,1801,Organic compounds,Aliphatic heteromonocyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,,Morpholines,,85116
85117,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85117
85123,86,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Sesquiterpenoids,,85123
85135,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85135
85144,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85144
85189,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85189
85289,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85289
85374,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85374
85378,423,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Polychlorinated biphenyls,,85378
85379,86,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Sesquiterpenoids,,85379
85381,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85381
85384,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85384
85385,1036,Organic compounds,Aromatic heteropolycyclic compounds,Organohalogen compounds,Halohydrins,,Bromohydrins,,85385
85390,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85390
85393,2128,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,C-glycosyl compounds,,85393
85395,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85395
85422,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85422
85423,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85423
85427,2737,Organic compounds,Aromatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,,85427
85430,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85430
85433,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85433
85434,894,Organic compounds,Aromatic heteromonocyclic compounds,Organoheterocyclic compounds,Prenol lipids,Pyrazoles,Phenylpyrazoles,,85434
85435,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85435
85437,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85437
85438,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85438
85442,2737,Organic compounds,Aromatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,,85442
85445,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85445
85463,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85463
85465,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85465
85475,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85475
85480,349,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Diterpenoids,,85480
85497,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85497
85504,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85504
85541,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85541
85587,18,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Diterpenoids,Diterpenoids,"NCGC00180676-03_C20H36O3_1-Naphthalenepentanoic acid, decahydro-2-hydroxy-beta,2,5,5,8a-pentamethyl-, (betaS,1R,2R,8aS)-",85587
85620,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85620
85626,86,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Sesquiterpenoids,,85626
85662,686,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines,,85662
85663,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85663
85665,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85665
85667,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85667
85670,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85670
85671,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85671
85672,2218,Organic compounds,Aromatic heteropolycyclic compounds,Alkaloids and derivatives,Lupin alkaloids,Matrine alkaloids,Matrine alkaloids,,85672
85673,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85673
85674,1540,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,,85674
85676,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85676
85704,86,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Sesquiterpenoids,,85704
85713,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85713
85723,1540,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,,85723
85738,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85738
85754,582,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Delta amino acids and derivatives,,85754
85832,39,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Benzene and substituted derivatives,,Flavones,,85832
85835,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85835
85837,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85837
85838,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85838
85843,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85843
85845,292,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Diterpenoids,,85845
85852,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85852
85853,1903,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Indoles and derivatives,,Strychnos alkaloids,,85853
85854,1903,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Indoles and derivatives,,Strychnos alkaloids,,85854
85855,349,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Diterpenoids,,85855
85856,1233,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,"Eudesmanolides, secoeudesmanolides, and derivatives",,85856
85859,686,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines,,85859
85860,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85860
85864,1288,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,,Conanine-type alkaloids,,85864
85867,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85867
85884,292,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Diterpenoids,,85884
85908,3227,Organic compounds,Aliphatic heteropolycyclic compounds,Organoheterocyclic compounds,Piperidines,N-acylpiperidines,N-acylpiperidines,,85908
85929,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85929
85936,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85936
85937,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85937
85951,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85951
85966,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85966
85993,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85993
85998,-1,no matches,no matches,no matches,no matches,no matches,no matches,,85998
86025,103,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Triterpenoids,Spectral Match to Pentapropylene glycol from NIST14,86025
86028,3227,Organic compounds,Aliphatic heteropolycyclic compounds,Organoheterocyclic compounds,Piperidines,N-acylpiperidines,N-acylpiperidines,,86028
86031,2218,Organic compounds,Aromatic heteropolycyclic compounds,Alkaloids and derivatives,Lupin alkaloids,Matrine alkaloids,Matrine alkaloids,,86031
86086,-1,no matches,no matches,no matches,no matches,no matches,no matches,,86086
86087,-1,no matches,no matches,no matches,no matches,no matches,no matches,,86087
86088,-1,no matches,no matches,no matches,no matches,no matches,no matches,,86088
86089,-1,no matches,no matches,no matches,no matches,no matches,no matches,,86089
86090,190,Organic compounds,Aromatic homomonocyclic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides,,86090
86091,-1,no matches,no matches,no matches,no matches,no matches,no matches,,86091
86092,-1,no matches,no matches,no matches,no matches,no matches,no matches,,86092
86106,-1,no matches,no matches,no matches,no matches,no matches,no matches,,86106
86107,397,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,,86107
86108,-1,no matches,no matches,no matches,no matches,no matches,no matches,,86108
86109,-1,no matches,no matches,no matches,no matches,no matches,no matches,,86109
86110,408,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Coumarins and derivatives,,86110
86111,397,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,,86111
