ID,MachineBlk1,MachineBlk2,MachineBlk3,Synbiotics-T01_F02,Synbiotics-T01_F02_2,Synbiotics-T01_F07,Synbiotics-T01_F07_2,Synbiotics-T01_F08,Synbiotics-T01_F08_2,Synbiotics-T01_F17,Synbiotics-T01_F17_2,Synbiotics-T01_F19,Synbiotics-T01_F19_2,Synbiotics-T01_F20,Synbiotics-T01_F20_2,Synbiotics-T01_F28,Synbiotics-T01_F28_2,Synbiotics-T01_F31,Synbiotics-T01_F31_2,Synbiotics-T01_F35,Synbiotics-T01_F35_2,Synbiotics-T01_F39,Synbiotics-T01_F39_2,Control-T01_F01,Control-T01_F04,Control-T01_F05,Control-T01_F11,Control-T01_F15,Control-T01_F17,Control-T01_F23,Control-T01_F26,Control-T01_F33,Control-T01_F38,Control-T01_F01_2,Control-T01_F04_2,Control-T01_F05_2,Control-T01_F11_2,Control-T01_F15_2,Control-T01_F17_2,Control-T01_F23_2,Control-T01_F26_2,Control-T01_F33_2,Control-T01_F38_2,Probiotics-T01_F01,Probiotics-T01_F01_2,Probiotics-T01_F02,Probiotics-T01_F02_2,Probiotics-T01_F09,Probiotics-T01_F09_2,Probiotics-T01_F12,Probiotics-T01_F12_2,Probiotics-T01_F17,Probiotics-T01_F17_2,Probiotics-T01_F22,Probiotics-T01_F22_2,Probiotics-T01_F31,Probiotics-T01_F31_2,Probiotics-T01_F33,Probiotics-T01_F33_2,Probiotics-T01_F35,Probiotics-T01_F35_2,Probiotics-T01_F37,Probiotics-T01_F37_2,P_Blk_01,P_Blk_01_20190824233514,P_Blk_02,P_Blk_02_20190824132314,QC04,QC05,QC06,QC07,QC08,QC09,QC10,QC11,QC12-1,QC12-2,QC13-1,QC13-2,QC13-3
26253,0,0,0,0,0,0,812260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74284,0,0,5177360,0,0,0,0,0,0,0,0,0,0,3788330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50482900,0,0,0,0,0
9565,12151760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121946,0,0,0,1995630,8505600,2416790,3043540,0,0,13949120,7951730,3070660,2113530,0,0,0,0,15205650,10853890,2024420,1818110,1883790,0,6589170,7625960,7405250,12193280,3574280,2170550,4881630,13160740,0,6094750,4448200,19405760,8418750,2340290,0,13735870,1312670,0,0,13779440,12146410,1667490,1369310,10511990,0,1644100,2214370,1779280,6553710,1763950,11723700,33836110,2149680,11071560,7644820,8871854,9344820,2548580,6062980,3115860,0,0,0,0,5271360,6636150,4951800,2126510,11804040,3595100,2850730,16782360,1891880,3961580,2761720,0,1721720
81384,0,0,994317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3621510,4355610,8764670,4396120,0,0,0,0,0,0,0,0,0,0,2502520,0,0,0,0,0,0,1288240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28731,0,0,0,0,0,0,0,0,0,0,0,0,6878970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13478600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4217220,0,0,0,0,0,0,0,0,3083930
51381,0,0,0,0,0,0,0,0,0,0,0,0,0,19162200,2679660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9151820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117284,0,0,0,0,6495340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7648840,0,0,0,0,0,0,15604500,0,15728400,0,0,0,0,0,12809100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13603000,14598500,22236700,0,0,10469100,8245530,5061910,0,0,0,58379800,49854500,0,0,0,0,7722140,0,0,0,19619200,0,0,0,0,0,0,0,0
10270,0,0,0,0,0,0,0,0,0,3918950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146712,0,389317,0,1399940,5929190,592283,605452,2411980,1036580,1247050,924411,1322490,817536,632501,1213030,1016430,1129090,956629,2442680,2565350,3060890,3578050,1362530,763115,1031590,3230820,836420,1675620,1701750,994855,1847780,2357730,626720,900767,1263560,1343280,2250230,1989050,1697150,921256,2424110,1644540,1043830,601861,528313,382109,1770710,1147350,2151760,845446,2646750,2450560,1083090,1864610,924103,1336390,2933320,1634050,1260320,1673310,1707850,448557,751262,0,0,0,0,2578810,2799030,2615350,591556,776494,936495,2159070,922406,2407970,1587650,1925150,3289720,1806910
144385,0,0,0,0,0,0,0,0,0,0,0,3605010,0,0,0,0,0,0,0,0,0,2980400,0,0,0,0,0,0,0,0,0,6298390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3996540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552200,0
75705,0,0,0,0,0,0,0,0,0,0,0,0,0,2742580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5305560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7184320,0,0,0,0,0,0,0,0,0,0,2043020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3861,0,0,686918,0,0,1161290,1075120,768573,0,0,0,1110360,0,0,1623750,0,976961,765914,739890,0,0,0,639624,0,0,0,0,903672,643767,829490,680370,1394036,0,0,0,1167690,0,0,0,867525,1081430,0,0,0,752678,0,0,0,0,1075900,1250460,0,0,1575470,0,0,0,0,910839,853641,0,0,837942,1625900,835801,0,1854902,1997487,0,0,1773311,0,530042,0,2291887,519811,883913,640614,943055,1558935
4,0,0,0,0,0,0,0,0,0,8012340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3898290,0,0,0,0,0,0,0,0,0,0,0
65108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9749210,2857320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21140800,0,0,0,0,0,0,0,0,5168040,0,0,0,20174800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21403100,0,0,0,0,0,0,0,14687800,0,0
106159,0,0,0,0,0,0,0,0,19463400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10343470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119478,0,0,643765,0,8306370,0,0,0,0,13916390,4655930,0,0,0,0,15449800,0,4658590,0,0,0,0,0,0,11014880,2982380,9392060,0,0,2678200,1708730,0,1486530,12840660,6288770,0,0,0,9471500,13449380,0,0,3539120,2319240,0,5877890,12243920,2901880,0,0,0,0,0,0,7593860,2459660,11870220,0,6290280,10191250,3889210,0,500331,0,0,0,0,1328430,0,0,0,1740180,1426620,13147260,6258900,0,0,0,0,0
70308,0,0,0,0,0,0,0,0,0,2039710,3631510,0,0,0,0,0,0,0,0,1516720,0,3248100,0,0,4537880,0,0,0,0,11092290,3301370,0,1462370,4792310,0,0,0,0,1609740,0,0,0,0,8360500,0,1279090,732950,0,0,0,0,0,2227550,2721510,0,0,2209690,6269310,750401,0,5176920,0,0,0,0,0,0,0,2659120,3229860,0,1434950,0,3325930,1026520,0,0,2212070,0,0
30656,0,0,0,3881530,7112880,0,0,0,3296540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284450,2951290,0,0,0,0,0,0,0,0,0,0,0,0,2650770,0,0,0,0,0,0,0,0,0,0,0
82114,0,0,0,0,0,0,0,13801030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4748180,0,0,0,0,0,0,0,0,5156480,0,0,0,4735120,0,0,0,0,0,0,0,0,0,0,4633990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10780200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6456910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66678,0,0,0,4475040,0,0,0,0,0,0,0,0,0,0,0,1702370,3103910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120949,0,14121440,12893600,33837000,43403780,67830820,5907850,0,215659720,13643540,120965200,0,14479610,7954920,13100380,1407130,8685210,48956680,3971960,10789030,9810890,25620520,25540200,10889700,75537070,25839560,55582200,37016080,59795620,23257980,12623890,10450260,5834020,50840000,76528020,42622460,102053400,106308120,39423010,36622470,11559730,154215910,6379310,28692280,8049660,19669970,4611040,126543130,34336620,0,1411020,85238240,76598940,13509340,51406830,43215680,7480170,6760900,3817290,3987400,23458420,0,11971150,0,0,0,0,47036170,27704860,5754110,21853490,59361830,10804860,12315330,10195030,13504340,8918010,21039610,26403040,72363420
5260,0,0,0,29200340,0,26401300,24982240,44233680,42366460,0,0,43022390,36428930,0,31422500,13573800,19342100,0,0,29201680,39378740,50050780,62698320,26305600,0,38339940,0,37462600,27081050,13889100,20636140,22609430,0,7906540,0,34206420,41455060,37589100,0,0,58282620,22024850,0,0,0,0,0,0,16238160,46336580,34940730,48138230,43136150,0,0,29500100,16329900,0,0,0,0,42797960,42673180,0,0,0,0,0,40442300,38592400,32350300,0,7884550,13476090,0,55026310,64893930,45425070,68411360,35493880
146719,72094.9,89049.5,265498,0,0,0,128367,0,0,0,0,0,0,0,0,0,258689,0,0,226263,0,0,85367.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100390,0,0,0,0,98592,0,0,0,0,0,0,135238,172545,289851,209566,321785,0,0,0,0,0,0,0,115645,0,0,0,0,0
113930,0,0,0,8713680,5855690,6908050,7928580,20399800,14834300,21384320,17818190,10797400,14402490,8879180,4788560,7335900,10363800,0,0,4294560,3937810,17486170,19900830,5426670,3816380,11041300,4982420,0,0,8352380,7912270,0,4497090,11195690,0,8169910,9994990,0,7530960,0,22427600,0,4625330,7456870,13961590,7952880,2005640,0,6250390,8133350,7860480,15081150,0,18262380,0,4976620,5722200,3812740,9426250,6447860,10893900,18092540,4739480,0,0,0,0,9566630,0,0,13033500,5438170,4612830,8454120,7593200,6951080,6478380,7838560,8121270,5475650
11106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4182670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143440,0,0,0,0,378408,158036,0,506937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,228893,0,0,0,0,0,0,420083,361889,0,0,0,0,0,0,257775,0,0,0,0,0,0,0,0,0,107020,192037,0,0,0,0,0,0,0,0,0,282029,342044,0,0,0,0,0,236322,0,0,0,0,0
120237,0,0,0,0,0,0,0,0,0,0,0,0,0,32379400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352500,732954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146440,0,0,0,0,0,0,0,0,0,0,48913200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45292900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131393,0,0,0,100258880,4758789,1652584,4421000,35741770,2764720,3949960,1819310,4443434,1359630,1503920,0,2507674,0,0,983623,4219938,2820779,1085780,131034000,2992797,6130540,1010790,4751200,3284570,65837600,0,2157035,1382860,0,3862692,1290300,0,2808200,0,4219690,0,94590500,0,4648864,1970000,174265235,0,0,0,1456390,185695700,185957430,3930900,2496220,2160990,0,4545919,2583897,1652300,4039960,4209928,0,2122180,2194226,0,0,0,0,5038860,1758380,193524890,204370610,4538969,2663140,3595240,3168085,8167650,2089955,1329300,2261403,2357878
52815,0,2446440,2281880,0,0,0,2807740,0,0,2296230,2008590,1201180,2288400,0,1949860,2325280,1668850,0,0,0,0,0,1882520,2521980,0,2023120,2086030,0,0,0,1779710,0,0,1988380,4064510,0,1851220,1585690,0,0,2603340,0,0,0,0,2137930,1699610,1546770,0,0,2322140,0,1761870,0,2272340,0,2221290,0,0,2063670,0,0,1898320,8040190,7756390,8192090,11247680,0,0,0,0,0,1703700,2437900,1553300,0,0,2374260,0,0
94092,0,0,0,133195000,22242800,94931200,191428600,110916000,254531800,11239600,75643400,119496500,80507900,57282200,60080200,137614000,141743000,0,0,57654100,64365700,35862800,57222900,58568500,9647070,81991900,0,71751300,270076500,30935300,48752600,72367600,23404590,14117700,0,16086500,0,92382300,18952700,0,156890500,131444000,0,0,28384400,8601300,0,0,112116800,130805300,67559100,68297600,109116400,11944300,0,47932240,0,7132620,4192880,11071900,62327800,29096800,35249200,0,0,0,0,25570500,43128700,42704100,0,0,15185800,43957300,5770380,68788000,71428200,108429000,79443800,109966400
126877,0,0,0,0,0,0,0,0,0,3940230,0,0,0,0,0,0,0,3113250,0,0,0,0,0,0,5517670,0,0,0,0,0,0,0,1756650,0,2163690,0,0,0,1831780,0,0,0,2056930,4338040,0,3620300,1842680,0,0,0,0,0,0,5369720,2471980,1750310,4943410,3803360,4465180,2789780,0,0,0,0,0,0,0,2676250,0,0,0,3826720,1844550,3527760,5061040,0,0,0,0,0
122308,0,0,0,0,0,3868290,3556540,0,2193870,2637540,3787140,0,0,0,2027840,0,0,0,0,1679140,0,0,3237800,3577370,5993190,0,0,0,0,4746780,5493160,0,3766960,0,0,0,4222040,0,2850010,2700350,0,2132870,0,0,0,0,2496920,0,0,0,4880510,2471490,0,6503060,3169140,0,3383160,0,0,4899170,6942690,0,0,0,0,0,0,3403080,0,4477710,0,3961290,0,0,5370710,4465860,3084070,0,4209760,6669180
134951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272150,0,0,0,0,0,0,0,0,0,0,0,0,0,2853940,0,0,0,0,0,0,0,1197870,0,3393742,24300703,24115973,2139153,0,0,0,0,0,0,0,2630946,0,0,0,6840130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36921,0,0,0,4525590,5837120,4709540,0,5884560,6952730,0,3584340,0,0,0,0,6011260,0,0,0,0,6429090,0,0,0,0,6211780,0,0,15047800,0,0,0,0,0,0,11020100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4144190,0,0,3686870,0,0,0,0,0,0,0,0,0,0,0,0,6011090,0,0,0,0,2891990,4211730,4281270,4836500,0,5720160,0
7377,0,0,0,0,0,11236220,0,0,0,0,0,0,0,0,0,3643220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11061390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24078,0,0,0,0,0,1747660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355350,0,0,0,0,0,0,0,4948330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150252,0,0,0,0,0,0,0,1585980,2409270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33682,0,0,0,0,2127300,0,0,0,0,0,0,0,0,9819260,4334740,0,0,0,0,0,0,0,0,0,0,0,6165200,0,0,2871240,2762380,0,0,0,2550700,2392760,3338200,0,3446600,0,0,0,0,0,0,0,0,0,0,3637340,4354110,0,0,0,0,0,0,0,0,0,0,0,3853760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4941550,0
72301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12156710,0,0,0,0,0,0,0,0,0,1937000,0,0,2375250,0,0,0,0,0,0,0,0,0,0,0,2955460,4041800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504640,0,0,0,0,0,0
126538,0,0,0,296067650,228624165,258600647,255143060,273155030,530631608,308038160,303867920,197014712,235079926,27921120,20522910,193607755,240261934,39662194,102845856,66346876,82827936,292743923,216202740,365189300,209764289,530092236,267166420,572363790,359310398,464442750,313024280,409876880,180295620,215648432,214207700,202146730,215935994,394547920,181625509,99373137,271210770,306455590,97082328,89002873,90933504,25315707,28351556,84515132,252807260,251189630,377198942,182305450,246793329,166938290,172742480,216171753,114662682,88065330,61515011,213860836,321257238,205578302,245495689,0,0,0,0,202297834,256293486,331937168,262720670,269986963,231229524,276161320,165980670,278355170,293513833,232430867,322804890,293982328
47572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446675,0,0,0,0,0,0,0,0,0,0,0,0,0,342170,0,0,0,0,367059,0,0,0,0,0,0,0,0,0
51829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432360,1122050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3316220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,17037100,10463000,3839150,25884110,18022560,11130860,8086830,8526688,7792056,38277262,15408540,16583312,13906630,17641654,10424027,17757891,7843400,25966420,6104556,19778160,10054520,12546886,4970790,9993429,17904640,4365200,7240730,16031180,16176077,21837918,14784710,6178680,22939100,11760608,28474140,25459910,26438266,17413260,17859310,21878730,21819024,6225975,19715520,8225910,19351250,21693059,17451380,4947290,25397260,18545389,7622830,15994160,20005790,18603320,10563260,18763030,19647280,16366491,18527520,14066230,6126290,18340072,15806415,10477910,9777010,10404390,7529650,16611590,23822560,10695130,14940000,14950690,18741130,7568720,7611533,17382640,23105773,9872325,11690543,12192850
437,37907460,18190940,33740510,19705750,0,14497520,25671930,5831520,18663550,1463520,6575780,16136894,17008540,7197850,9637157,14320570,31446030,44876880,14601310,9905920,25004495,16706140,930471,0,12473490,5958260,15175900,17456580,11920716,0,6550550,15797000,15099786,18867220,33544290,10110040,19408430,9972451,47988380,14070730,6490180,16114430,23591460,4102730,14409019,20959950,25947770,40653956,10333306,1503240,9985458,11744520,4147400,2265209,7224560,9387760,11080680,8325000,13919120,16727040,658079,38908730,15182570,32776280,21543480,25697800,22201340,23770190,12413460,8098960,22294351,17369390,4693220,13916870,16257670,7998710,5807660,3636070,13378080,4552620
105597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4467690,0,0,0,2264070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3953900,3699960,3045110,0,0,2066290,2356610,0,0,0,0,0
112234,0,0,0,0,2179090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5124700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5087110,0,0,0,0,0,0,0,0
101117,0,0,0,0,0,22455300,0,32431500,0,11824500,14539400,0,16174500,0,0,0,0,0,0,0,0,18363900,25629600,0,0,0,0,0,0,7780610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14892100,14637900,19348700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6289610,0,0,0,0,0,0
71970,0,0,0,0,0,0,0,0,0,13269300,0,0,0,0,0,0,0,4774130,12671400,0,0,0,0,0,0,0,0,0,0,9362680,0,0,5857560,0,2710820,0,0,0,2903700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52262800,0,0,18217990,11581100,0,14068100,0,0,0,0,0,0,0,0,0,0,10050800,0,0,0,0,0,0,0,0
97428,0,0,0,11254400,51765300,27974900,10997600,29277800,0,0,10395900,0,21461800,0,4214690,9727030,36128300,12961790,0,8034440,33038140,23403700,49679000,8613580,9637610,19611510,57310770,12315700,11197700,15980000,24075200,42950770,9771330,0,7380820,7101690,8447440,12743000,23396420,0,21011790,50166400,17532300,0,0,0,0,26860300,12756300,8912730,22624400,11341500,18044900,4654500,20777620,6463840,8023930,29665200,29354510,0,12988000,7559460,0,0,0,0,0,17196880,41602800,12580400,0,19260600,0,12616480,15887970,10381800,32658700,22685000,13118400,10388300
5671,5766600,0,1016880,0,0,0,0,0,0,0,0,0,0,0,1458560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986788,0,0,0,0,0,0,0,1685470,0,0,0,0,0,0,0,890248,0,0,0,0,1957640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782060,0,2678540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81890,0,0,0,8622890,0,0,0,17144700,0,0,0,5491960,4912880,0,0,0,0,0,0,0,0,0,0,0,0,0,2264480,0,13464400,0,0,0,0,0,0,2099310,0,0,3598140,0,0,0,0,0,0,0,0,0,4096780,0,0,0,0,0,0,0,0,0,0,3046890,0,3704340,3872920,0,0,0,0,0,4269300,0,0,0,0,0,2392340,0,0,0,0,0
8995,4753760,0,0,0,0,0,0,0,0,0,5292030,0,0,0,0,0,0,0,0,0,2165200,0,0,0,0,2761230,0,0,0,3124760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3169520,0,1974120,0,3321280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6862230,0,2867440,3154520,0,0,0,0
137121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6807310,0,0,0,0,0,0,0,0,1909090,0,0,0,1651850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,0,0,0,0,4236760,0,0,0,3548760,12801060,7056320,4719450,5702830,70724800,0,0,0,9599610,6977260,6776810,9805380,0,7112680,0,5605250,0,30694730,0,9915280,2691470,19056500,3798220,9592590,13125100,0,33842600,4529330,42210470,29156550,0,7734470,29266100,12110950,4251480,5000410,0,14177930,0,9058140,9423520,0,4714400,0,42230550,11950820,0,35151800,20428200,4167360,22523520,0,0,4170750,0,0,0,0,28274350,3481300,0,16242320,0,17343800,5251060,7550480,8959700,3706600,4429830,0,2868930
16783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2260220,0,0,2908410,0,0,0,0,0,0
