ID,MachineBlk1,MachineBlk2,MachineBlk3,Synbiotics-T01_F02,Synbiotics-T01_F02_2,Synbiotics-T01_F07,Synbiotics-T01_F07_2,Synbiotics-T01_F08,Synbiotics-T01_F08_2,Synbiotics-T01_F17,Synbiotics-T01_F17_2,Synbiotics-T01_F19,Synbiotics-T01_F19_2,Synbiotics-T01_F20,Synbiotics-T01_F20_2,Synbiotics-T01_F28,Synbiotics-T01_F28_2,Synbiotics-T01_F31,Synbiotics-T01_F31_2,Synbiotics-T01_F35,Synbiotics-T01_F35_2,Synbiotics-T01_F39,Synbiotics-T01_F39_2,Control-T01_F01,Control-T01_F04,Control-T01_F05,Control-T01_F11,Control-T01_F15,Control-T01_F17,Control-T01_F23,Control-T01_F26,Control-T01_F33,Control-T01_F38,Control-T01_F01_2,Control-T01_F04_2,Control-T01_F05_2,Control-T01_F11_2,Control-T01_F15_2,Control-T01_F17_2,Control-T01_F23_2,Control-T01_F26_2,Control-T01_F33_2,Control-T01_F38_2,Probiotics-T01_F01,Probiotics-T01_F01_2,Probiotics-T01_F02,Probiotics-T01_F02_2,Probiotics-T01_F09,Probiotics-T01_F09_2,Probiotics-T01_F12,Probiotics-T01_F12_2,Probiotics-T01_F17,Probiotics-T01_F17_2,Probiotics-T01_F22,Probiotics-T01_F22_2,Probiotics-T01_F31,Probiotics-T01_F31_2,Probiotics-T01_F33,Probiotics-T01_F33_2,Probiotics-T01_F35,Probiotics-T01_F35_2,Probiotics-T01_F37,Probiotics-T01_F37_2,P_Blk_01,P_Blk_01_20190824233514,P_Blk_02,P_Blk_02_20190824132314,QC04,QC05,QC06,QC07,QC08,QC09,QC10,QC11,QC12-1,QC12-2,QC13-1,QC13-2,QC13-3
119035,0,0,0,0,0,0,0,0,0,0,3163690,1679150,2608130,0,0,2495840,2003000,0,0,1558240,0,1519700,2313560,2611850,0,0,0,894152,2525110,0,0,2160850,0,1813870,0,0,0,867793,0,0,1560430,0,0,0,0,0,0,0,0,1140430,0,2151030,0,0,0,1535940,0,0,0,0,1902750,0,0,0,0,0,0,0,820467,1292860,1360310,0,0,0,0,0,0,0,1636880,0
57134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430911,0,0,0,0,0,0
77145,0,0,0,0,0,0,0,0,0,0,0,0,0,18847130,21710746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810474,0,0,0,0,0,0,0,0,0,0,0
49193,0,0,0,0,0,451312,0,652014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112453,0,0,0,5667070,3735010,7612000,7249870,21109630,15602600,47730990,12723570,2834680,7704500,9252250,10172600,3327820,2319800,2197020,12049540,8543090,10630930,5030960,9410620,3610690,30751860,11315610,17292920,33410400,25131370,6534650,9432570,0,19387610,8760050,7883580,26049300,7023790,5449810,13615640,1673380,13691250,18356440,3840140,19813720,11060730,16103000,3935210,0,0,11227100,6125740,10831830,6454540,37748210,7174860,8555430,49454600,12201180,1432440,23308130,2094150,8514710,6830310,0,0,0,0,34153640,5637790,7770920,7107640,16584620,10840240,10509040,10581480,6553670,4132980,6067980,13570190,8471000
32930,0,0,0,0,0,0,0,0,0,7165670,0,0,0,0,0,5875930,3896870,0,0,0,0,0,0,0,0,0,0,0,0,0,4938460,0,4725210,0,0,0,0,0,0,0,5734510,0,0,0,0,0,0,0,5449870,5643870,0,4775410,0,0,0,0,0,0,0,4928500,4327730,0,0,0,0,0,0,4658810,0,5033710,4019250,0,0,0,0,0,0,5380280,0,0
145732,0,0,0,0,0,0,0,938070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409678,0,0,2446300,0,0,0,0,0,0,0,0,0,414589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2490700,0,0,0,0,0,0,6257790,0,0,0,0,0,0,1651103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2073950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057280,0,0,0,0,0,0,0,0,0,0,2035200,1532650,0,0,0,0,0,9516860,4961360,0,0,0,0,0,0,0,1888340,0,0,0,3224830,0,0,0
147232,0,0,1122860,0,0,0,0,0,0,2098200,0,0,0,0,0,2077700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3562850,0,0,0,0,0,0,0,8552470,0,0,0,0,0,0,0,0,0,0,0,0,0,1246120,1247540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591350,0,0,0,0,0
146124,0,0,0,0,1638190,1086700,1291300,1683460,1931230,1815170,0,1003890,1288240,602852,0,1164290,1380740,883701,1088280,1096090,0,1000170,1257040,1540930,1185680,1082350,1326950,1646800,756335,1216320,0,1012390,1125780,1138230,826451,859120,902228,0,1017870,963032,0,1430630,844327,972947,1148440,1090190,831634,1553180,2010250,0,0,1629830,1648570,0,0,0,0,836017,1241490,1061670,0,1389410,1061610,0,0,0,0,0,0,816215,972673,0,1648110,922887,979617,1149160,0,646837,662816,1345310
75571,0,1121930,0,9287650,7951690,0,0,0,6107190,10530620,6113660,5810640,0,0,0,3792970,0,0,3575720,5855950,0,3299940,4737900,8103330,0,3016690,3784180,11133770,3267800,4974640,4431000,6110830,0,5093780,7480290,0,4863230,0,3022820,3323890,4694340,0,3594390,0,0,0,1964350,4220250,0,3616000,9342230,4963660,8654430,0,2305670,13175290,7954930,4466550,5989140,0,0,0,0,0,0,0,0,8496570,11635120,4511520,5616630,14143550,12340460,0,8625220,8393400,0,0,4289280,0
2222,12244640,3340730,9221450,0,2093310,0,0,0,0,0,0,0,3131200,0,0,0,0,1124520,0,1079890,0,0,0,5878770,1301870,0,0,0,2787690,0,0,0,0,4361800,0,1089860,4760880,0,1164260,5015000,0,3193260,1069150,1084260,0,4273050,2519180,0,0,0,0,0,0,4824540,4682150,1667940,0,2526890,0,0,3160370,6230420,2514790,3073420,1406780,0,0,0,1449060,0,2602970,5167950,1889230,6556860,6055577,0,3382570,5976770,0,0
45898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3793190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4657300,0,0,0,0,0,0
72073,0,0,0,7466410,3054650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4546210,3899150,0,0,2226650,0,3153420,0,0,0,0,5487520,0,0,0,0,0,0,0,0,0,6927510,0,3742100,0,0,0,0,0,3976590,0,5377720,0,0,0,0,4573480,0,3665110,4284290,0,0,0,0,0,0,0,6322040,0,0,0,0,0,0,2904350,7936860,0,0,0,0
72101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6271260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3355380,0,0,0,0,0,0,0,0,0,0,0,2256900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14289,0,0,2079120,0,1220400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826750,0,0,0,0,4035450,2285220,0,0,0,0,0,0,0,1323630,0,1369040,0,0,0,1405500,0,3222160,1727320,1608190,0,0,0,1558300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4912910,0,0,0,0,0,0,0,0,0,0,0,841366,0
64299,0,0,0,11691300,0,0,0,21180700,32238600,3799680,5772700,0,9486320,0,0,0,9705740,0,0,0,0,0,12351700,0,0,10101010,0,0,0,2804340,1771280,6409410,1266460,1957300,0,1452830,6845800,0,0,0,0,5814680,0,2121710,4871030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683660,0,2465790,0,0,0,1769170,0,0,0,6563380,0,0
53788,0,16523290,8004400,16484780,16037480,12373080,18128140,2928730,3306210,23327650,15283220,14111370,14559740,10282380,16020040,12155950,31095580,7009900,13287000,17235350,12311920,23683730,29061480,12235150,5362740,10486390,14870830,19428100,10130480,6309230,6932840,14310470,4637840,9185540,9617620,14271210,14966770,28260700,14098950,10804380,15732450,10868880,6444200,16862240,18359380,13027770,18159050,7602900,7157210,18145260,9740910,12570270,13072060,7742080,4803770,16577520,11979790,17184770,15485900,5630120,2568180,11481730,8071020,49655600,14651670,15291640,22266630,14705980,8298870,11323430,9644870,4094360,12326140,9632730,6209430,6733910,13188230,10111560,9827060,7517340
29487,0,0,0,14298500,13082910,0,0,0,0,0,0,0,0,0,0,15905300,10228800,0,0,0,9596220,0,0,13534880,0,0,0,14469900,13843700,0,0,0,0,10095700,0,0,0,12188900,0,0,47669200,0,0,0,0,0,0,0,0,0,0,27766900,0,0,0,12868100,0,0,0,0,0,0,0,0,0,0,0,0,23428600,36037900,0,0,0,15264660,0,0,0,28765700,0,0
49062,0,6760690,14765010,7711410,8327830,7263540,9035270,3732880,0,7873980,7043720,8086100,11237940,7241260,5383700,11033740,9846440,11567270,11734150,7645320,4870227,0,6628010,7662830,12676700,0,2603290,3158770,7354560,3068420,6447180,5753420,17004600,7507320,8541940,4093420,2974470,7120960,6413180,6802330,9744660,9499670,14287010,3615400,4280350,7337070,7635350,0,5600200,15147310,8044170,7592470,7199150,10991610,7656700,12747590,11475430,10095430,6505640,10990750,2587600,8797980,4016560,24654450,19582710,20170670,32323800,9040560,0,11318740,1466480,1430480,10322400,7626640,8280030,4650290,7255970,8186540,7513660,7049600
124856,0,0,0,0,2633830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375080,0,0,0,0,0,1622600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300490,1862210,0,0,0
23589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6586850,0,0,0,3712310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119625,0,370317,735240,3440190,14824180,14074470,8512370,7862700,5026400,28803170,14015170,5845340,5370660,3066870,5130230,5658000,4582080,3401190,9320020,6254080,3393890,4882920,6514430,10551100,9198310,19306180,16331660,15090140,6885470,13959160,24507140,13733800,9588270,10197750,9715420,11429470,12227300,15506330,10935050,4523330,13834260,11058030,7139035,11764400,3087280,9364380,8089730,0,9116160,12991470,5476110,10841020,11391860,18139350,18491110,6479290,10347730,4158580,6079744,3916310,11681410,13208530,11462280,0,0,0,0,7848530,15353960,13038550,14063060,9200397,7039310,5361360,5823050,11561880,4895880,16622520,5103360,5099460
122345,0,0,0,2726890,2488390,3056130,3038390,4817010,11932110,0,0,1639180,3205430,1718270,1415090,3038900,2847570,0,0,2080900,0,0,0,2174260,2519740,0,2351660,1980520,0,2004740,0,0,1614730,2138100,1416180,0,0,1774470,0,2123230,0,0,0,2893860,2763070,0,0,0,2496110,1976650,2263400,2773050,3006120,0,0,1910890,2199290,2362150,2162250,2439130,0,1712620,2547480,0,0,0,0,2692360,2620320,3023770,0,0,0,0,1963830,2356260,2713270,2721840,1788550,2339710
148317,0,0,0,0,0,0,0,0,0,0,0,0,0,2007300,1437779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173281,628674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88747,0,0,0,10350000,0,3222250,0,10942300,12461500,0,6072550,0,5702160,0,0,0,5216530,0,0,0,0,4890090,6665590,0,0,3379720,0,4228900,5861110,4613230,0,6836120,0,0,0,0,0,0,0,0,0,5400600,0,0,0,0,0,0,0,5674500,0,0,0,0,0,0,0,0,0,0,4771810,3790230,3151110,0,0,0,0,0,0,4134980,0,0,0,0,0,0,0,4653350,3990680,3525420
91215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803750,2566850,0,0,1336180,0,0,0,0,0,0,0,0,0,0,2135680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4399110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4168080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149420,0,0,0
101385,0,24092000,0,100796200,364202000,504644200,253704100,0,795658000,1231630200,1149239000,272430700,293923000,0,36429400,0,122347000,0,414885000,20491200,0,778293200,624567300,229395000,310339300,22268800,669352200,1021862000,487372000,77183900,147418800,850561000,52636300,146956000,141256000,450663000,391649500,932103000,582136200,129759000,605408000,574359000,0,0,361083000,0,0,0,108917500,177849900,395309800,143182600,559089000,582083000,473293000,118439000,108404000,109013000,0,674603000,183094300,15161700,434145300,0,0,0,0,419650700,413063600,383713900,103567000,500631000,405182000,286090000,153129200,84263700,816158800,546806000,458708900,116602100
100846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523030,0,0,0,2534552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555630,0,0,0,0,0,0,0,0,0
63577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210568,0,0,173234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308330,0,0,0,235067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2419090,0,0,0,0,2348150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135337,0,1177342,2300050,8765030,10443710,2309670,0,3562270,0,16372250,20735200,14034590,13545790,0,2306600,15419820,10264420,4117510,2182410,2804660,5446030,16323100,2372470,0,4360230,0,3316130,3027510,2563460,6849690,0,32399200,6464670,0,5426520,13803510,23820700,0,8719680,5610640,0,0,0,0,0,3857770,0,0,10145580,7215960,3748960,11273310,4167640,0,3617410,3594070,6881690,6012530,0,17584400,15890900,6291380,5735980,0,0,0,0,0,0,13125110,13298600,8603750,1478680,0,8820230,0,0,9851670,3449430,2198040
86086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15471700,16900300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7466,0,0,2345700,0,0,4082990,0,3540390,2179620,11639200,0,4545660,0,4311570,0,4206830,3076430,8104740,3668070,5097420,0,4899540,0,0,4329180,0,3422490,0,0,3815480,0,0,0,0,7447820,12551040,0,0,4027130,8094530,0,0,2409610,0,0,0,1614170,4606640,0,0,0,4095270,0,4171830,0,10664960,0,0,3020570,3773710,0,0,0,0,2810860,3738660,0,4631610,0,3970580,0,0,0,0,0,0,0,0,0,0
13523,0,1012980,1066050,0,0,1243810,0,0,0,0,0,0,0,0,0,0,0,0,988710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047220
118101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4093960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18997,0,0,0,0,0,0,0,0,0,1817080,0,0,0,0,0,0,0,0,0,0,2909320,0,0,3330020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241580,0,0,0,0,0,0,0,0,0,0,0,0
116950,0,0,0,5976760,5571290,4556238,2793980,3111020,18176190,11277780,15197610,4881610,5327110,2016976,4297150,4376530,3403210,7565100,5467070,5382629,6184210,10891010,4292090,2847430,16709650,21000770,11018870,6523360,2180480,7233280,7891780,2688990,6462260,13399300,8493700,7285500,2496116,7148360,8697430,4668060,2379000,1279050,3739120,3533760,1138090,6802040,3243110,0,12516340,3678132,14691941,5381265,11800970,17580100,16512700,10039600,13711460,8912440,10145180,10601770,4971010,7289400,4564232,0,0,0,0,9507090,2669690,7986671,6298590,9832650,9366200,13147407,10748610,9804660,4644330,5887220,4460670,14218133
151062,0,0,0,0,0,0,0,0,4190380,0,0,0,0,0,0,0,613335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0,0,0,2548030,2290700,0,0,0,0,0,0,0,0,0,0,0,4804370,0,0,0,2936070,0,6514380,0,0,12068730,0,0,4261400,0,0,0,2416460,0,3826180,0,0,0,0,0,0,0,0,0,3457420,2988410,0,0,996746,0,0,0,0,0,2363180,0,0,0,0,0,0,0,3920430,0,0,1721770,0,3467500,2664680,0,0,0,0
80615,0,0,0,0,0,0,0,0,0,0,0,0,0,28557790,61918850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36289690,58821940,186786370,109289540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56434,0,0,0,0,0,0,0,0,0,0,0,0,0,39583200,25313240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3923550,131166460,210860050,29210850,5446190,0,0,0,0,0,0,0,0,0,0,18721300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66409,0,0,0,0,0,3129950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3296140,0,0,0
26182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141370,0,0,0,840183,0,0,0,0,0,0,0,0,0,0,1207370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014040,0,0,0,0,0,0,0,0
54082,0,0,0,0,0,0,9535270,0,0,0,0,5105370,0,0,29995280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5365850,6913810,0,0,0,0,0,0,10128800,0,0,7495050,47018000,0,0,0,0,0,0,0,3824310,9080610,0,0,0,11963400,4531040,8351640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4506710,0
7419,0,0,0,0,0,0,0,0,0,0,0,0,9060790,0,0,7556100,4287310,0,0,0,0,5591490,0,0,0,0,0,0,0,0,0,4002270,0,0,0,0,0,7520250,0,0,5070470,6334750,0,0,0,0,0,0,0,8064900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8662110,0,0,0,0,0,0,0,0,0,0
117654,0,0,0,0,0,0,0,0,0,0,0,0,0,2820190,3192210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6645020,0,0,0,0,7988630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229360,0,0,0,0,0,0,0,0,0,0,1244540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583222,914595,0,0
84877,0,0,0,0,0,0,0,0,0,0,0,11504480,0,0,0,3324770,7288000,0,0,0,0,2601600,0,0,0,0,0,5685150,6989450,0,4545450,0,0,0,0,2024980,0,9037680,0,0,0,0,0,0,0,0,0,0,6528740,0,0,0,0,0,2675370,4945590,0,0,0,0,5887290,0,3599820,0,0,0,0,0,14637090,0,0,0,0,0,0,0,0,0,0,0
15137,0,0,2254240,0,0,0,0,0,3653100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200420,0,0,0,1683330,0,0,0,0,0,0,0,0,0,0,2183390,0,0,2798700,0,0,0,0,0,0,0,3145050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719890,0,0,0,0,0,0,0,0,0,0,0,0
81087,0,0,0,0,0,2698210,0,0,0,0,0,0,0,159521190,61767590,0,0,0,0,0,5815570,0,0,0,0,0,0,0,0,0,0,0,3725630,1988050,0,2071470,0,0,0,0,0,0,0,0,11453330,45517340,0,0,0,3108810,0,0,0,2687910,0,0,0,2790330,0,0,0,0,0,0,0,0,0,0,0,2226440,0,0,0,0,0,0,0,0,0,0
150251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133799,0,775534,0,0,0,0,0,0,0,793108,0,0,0,0,1385878,439759,0,9320265,0,0,1072960,0,751134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56688,0,0,0,0,0,0,0,0,0,0,0,0,4929200,0,0,3762960,0,0,0,1933540,0,0,6074660,0,0,0,0,2226340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9397940,0,0,0,0,0,0,0,0,0,0,0
35122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44469700,0,0,0,0,58976400,26335500,0,0,12509900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113765,154570,0,0,0,0,0,0
109643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4984230,0,0,0,0,0,0,0,0,0,0,0,4672020,5117110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,9168380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3437260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131881,0,0,0,0,0,0,0,0,0,0,0,0,284537
142208,0,0,0,0,0,0,0,0,0,0,0,0,0,1494890,2274950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
